,"name_of_satellite,_alternate_names",current_official_name_of_satellite,country/org_of_un_registry,country_of_operator/owner,operator/owner,users,purpose,detailed_purpose,class_of_orbit,type_of_orbit,longitude_of_geo_(degrees),perigee_(km),apogee_(km),eccentricity,inclination_(degrees),period_(minutes),launch_mass_(kg_),dry_mass_(kg_),power_(watts),date_of_launch,expected_lifetime_(yrs_),contractor,country_of_contractor,launch_site,launch_vehicle,cospar_number,norad_number,comments,source_used_for_orbital_data,source
2685,Rising-2,Rising-2,Japan,Japan,"['Hokkaido University', 'Tohoku University']",Civil,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0.0,625.0,630.0,0.0003572704537334,97.88,97.27,41.0,,42.0,2014-05-24 00:00:00,,"['Hokkaido University', 'Tohoku University']",Japan,Tanegashima Space Center,H2A,2014-029D,39769,"Earth observation with a resolution of ~ 5 m. In particular, high-resolution cumulonimbus scenes will be observed using the LCTF (Liquid Tunable Multispectral Filter) technique.",ZARYA,https://directory.eoportal.org/web/eoportal/satellite-missions/r/rising-2  http://www.sciencedaily.com/releases/2014/07/140716090908.htm
2688,"Rodnik (Cosmos 2437, Strela 3M)",Cosmos 2437,Russia,Russia,Ministry of Defense,Military,Communications,[],LEO,Polar,0.0,1480.0,1511.0,0.0019706312376835,82.5,115.9,280.0,,300.0,2008-05-23 00:00:00,5.0,OAO ISS,Russia,Plesetsk Cosmodrome,Rokot,2008-025B,32954,Rodnik communications satellite. Believed to replace the Strela system.,"['12', 'www.satellitedebris.net 12']",http://nssdc.gsfc.nasa.gov/spacewarn/spx655.html  http://www.lib.cas.cz/space.40/2008/I024A.HTM http://russianforces.org/blog/2008/05/launch_of_three_gonetsm_spacec.shtml http://russianforces.org/blog/2005/11/strela3_is_now_rodnik.shtml
2689,"Rodnik (Cosmos 2438, Strela 3M)",Cosmos 2438,Russia,Russia,Ministry of Defense,Military,Communications,[],LEO,Polar,0.0,1477.0,1509.0,0.002034846750604,82.5,115.8,280.0,,300.0,2008-05-23 00:00:00,5.0,OAO ISS,Russia,Plesetsk Cosmodrome,Rokot,2008-025C,32955,Communications,"['12', 'www.satellitedebris.net 12']",http://nssdc.gsfc.nasa.gov/spacewarn/spx655.html  http://www.lib.cas.cz/space.40/2008/I024A.HTM http://russianforces.org/blog/2008/05/launch_of_three_gonetsm_spacec.shtml http://russianforces.org/blog/2005/11/strela3_is_now_rodnik.shtml
2690,"Rodnik (Cosmos 2439, Strela 3M)",Cosmos 2439,Russia,Russia,Ministry of Defense,Military,Communications,[],LEO,Polar,0.0,1478.0,1510.0,0.0020345879959308,82.5,115.8,280.0,,300.0,2008-05-23 00:00:00,5.0,OAO ISS,Russia,Plesetsk Cosmodrome,Rokot,2008-025D,32956,Communications,"['12', 'www.satellitedebris.net 12']",http://nssdc.gsfc.nasa.gov/spacewarn/spx655.html  http://www.lib.cas.cz/space.40/2008/I024A.HTM http://russianforces.org/blog/2008/05/launch_of_three_gonetsm_spacec.shtml http://russianforces.org/blog/2005/11/strela3_is_now_rodnik.shtml
2691,"Rodnik (Cosmos 2451, Strela 3M)",Cosmos 2451,Russia,Russia,Ministry of Defense,Military,Communications,[],LEO,Polar,0.0,1498.0,1509.0,0.0006985457547469,82.5,116.0,280.0,,300.0,2009-07-06 00:00:00,5.0,OAO ISS,Russia,Plesetsk Cosmodrome,Rokot,2009-036A,35498,Communications,"['12', 'www.satellitedebris.net 12']",http://russianforces.org/blog/2009/07/rockot_launched_three_communic.shtml  http://nssdc.gsfc.nasa.gov/spacewarn/spx669.html
2692,"Rodnik (Cosmos 2453, Strela 3M)",Cosmos 2453,Russia,Russia,Ministry of Defense,Military,Communications,[],LEO,Polar,0.0,1495.0,1506.0,0.0006988120195667,82.5,116.0,280.0,,300.0,2009-07-06 00:00:00,5.0,OAO ISS,Russia,Plesetsk Cosmodrome,Rokot,2009-036C,35500,Communications,"['12', 'www.satellitedebris.net 12']",http://russianforces.org/blog/2009/07/rockot_launched_three_communic.shtml  http://nssdc.gsfc.nasa.gov/spacewarn/spx669.html
2695,"Rodnik (Cosmos 2481, Strela 3M)",Cosmos 2481,Russia,Russia,Ministry of Defense,Military,Communications,[],LEO,Polar,0.0,1481.0,1512.0,0.0019703807284052,82.5,115.9,280.0,,300.0,2012-07-28 00:00:00,5.0,OAO ISS,Russia,Plesetsk Cosmodrome,Rokot,2012-041A,38733,Communications,"['12', 'www.satellitedebris.net 12']",http://russianforces.org/blog/2012/07/successful_launch_of_strela-3.shtml  http://www.zarya.info/Diaries/Launches/Launches.php?year=2012
2696,"Rodnik (Cosmos 2482, Strela 3M)",Cosmos 2482,Russia,Russia,Ministry of Defense,Military,Communications,[],LEO,Polar,0.0,1473.0,1516.0,0.0027338038018945,82.5,115.86,250.0,,300.0,2013-01-15 00:00:00,5.0,OAO ISS,Russia,Plesetsk Cosmodrome,Rokot,2013-001A,39057,Communications,SC - ASCR,http://russianforces.org/blog/2013/01/three_military_communication_s.shtml  http://www.zarya.info/Diaries/Launches/Launches.php?year=2013
2697,"Rodnik (Cosmos 2483, Strela 3M)",Cosmos 2483,Russia,Russia,Ministry of Defense,Military,Communications,[],LEO,Polar,0.0,1473.0,1516.0,0.0027338038018945,82.5,115.86,250.0,,300.0,2013-01-15 00:00:00,5.0,OAO ISS,Russia,Plesetsk Cosmodrome,Rokot,2013-001B,39058,Communications,SC - ASCR,
2698,"Rodnik (Cosmos 2484, Strela 3M)",Cosmos 2484,Russia,Russia,Ministry of Defense,Military,Communications,[],LEO,Polar,0.0,1475.0,1514.0,0.0024794964714857,82.5,115.86,250.0,,300.0,2013-01-15 00:00:00,5.0,OAO ISS,Russia,Plesetsk Cosmodrome,Rokot,2013-001C,39059,Communications,SC - ASCR,http://russianforces.org/blog/2013/01/three_military_communication_s.shtml  http://www.zarya.info/Diaries/Launches/Launches.php?year=2013
2699,"Rodnik (Cosmos 2488, Strela 3M)",Cosmos 2488,Russia,Russia,Ministry of Defense,Military,Communications,[],LEO,Polar,0.0,1478.0,1509.0,0.0019711324473834,82.5,115.9,280.0,,300.0,2013-12-25 00:00:00,5.0,OAO ISS,Russia,Plesetsk Cosmodrome,Rokot,2013-076A,39483,Communications,SC - ASCR,http://russianforces.org/blog/2013/12/rockot_launches_three_communic.shtml  http://www.zarya.info/Diaries/Launches/Launches.php?year=2013 http://www.russianspaceweb.com/rodnik.html
2700,"Rodnik (Cosmos 2489, Strela 3M)",Cosmos 2489,Russia,Russia,Ministry of Defense,Military,Communications,[],LEO,Polar,0.0,1477.0,1507.0,0.0019079114729076,82.5,115.8,280.0,,300.0,2013-12-25 00:00:00,5.0,OAO ISS,Russia,Plesetsk Cosmodrome,Rokot,2013-076B,39484,Communications,SC - ASCR,http://russianforces.org/blog/2013/12/rockot_launches_three_communic.shtml  http://www.zarya.info/Diaries/Launches/Launches.php?year=2013 http://www.russianspaceweb.com/rodnik.html
2701,"Rodnik (Cosmos 2490, Strela 3M)",Cosmos 2490,Russia,Russia,Ministry of Defense,Military,Communications,[],LEO,Polar,0.0,1482.0,1511.0,0.0018432593910887,82.5,115.8,280.0,,300.0,2013-12-25 00:00:00,5.0,OAO ISS,Russia,Plesetsk Cosmodrome,Rokot,2013-076C,39485,Communications,SC - ASCR,http://russianforces.org/blog/2013/12/rockot_launches_three_communic.shtml  http://www.zarya.info/Diaries/Launches/Launches.php?year=2013 http://www.russianspaceweb.com/rodnik.html
2702,"Rodnik (Cosmos 2496, Strela 3M)",Cosmos 2496,Russia,Russia,Ministry of Defense,Military,Communications,[],LEO,Polar,0.0,1480.0,1511.0,0.0019706312376835,82.44,115.88,280.0,,300.0,2014-05-23 00:00:00,5.0,OAS ISS,Russia,Plesetsk Cosmodrome,Rokot,2014-028A,39761,Communications,ZARYA,http://www.zarya.info/Diaries/Launches/Launches.php?year=2014
2703,"Rodnik (Cosmos 2497, Strela 3M)",Cosmos 2497,Russia,Russia,Ministry of Defense,Military,Communications,[],LEO,Polar,0.0,1478.0,1510.0,0.0020345879959308,82.45,115.85,280.0,,300.0,2014-05-23 00:00:00,5.0,OAS ISS,Russia,Plesetsk Cosmodrome,Rokot,2014-028B,39762,Communications,ZARYA,http://www.zarya.info/Diaries/Launches/Launches.php?year=2014
2704,"Rodnik (Cosmos 2498, Strela 3M)",Cosmos 2498,Russia,Russia,Ministry of Defense,Military,Communications,[],LEO,Polar,0.0,1477.0,1509.0,0.002034846750604,82.44,115.82,280.0,,300.0,2014-05-23 00:00:00,5.0,OAS ISS,Russia,Plesetsk Cosmodrome,Rokot,2014-028C,39763,Communications,ZARYA,http://www.zarya.info/Diaries/Launches/Launches.php?year=2014
2705,"Rodnik (Cosmos 2507, Strela 3M)",Cosmos 2507,Russia,Russia,Ministry of Defense,Military,Communications,[],LEO,Polar,0.0,1497.0,1506.0,0.0005716826526075,82.5,116.01,280.0,,300.0,2015-09-23 00:00:00,5.0,OAS ISS,Russia,Plesetsk Cosmodrome,Rokot,2015-050A,40920,Communications,"['12_15', 'JM']",http://russianforces.org/blog/2015/09/rockot_launches_three_rodnik_c.shtml  http://www.planet4589.org/space/log/satcat.txt
2706,"Rodnik (Cosmos 2508, Strela 3M)",Cosmos 2508,Russia,Russia,Ministry of Defense,Military,Communications,[],LEO,Polar,0.0,1496.0,1504.0,0.0005082592121982,82.49,115.99,280.0,,300.0,2015-09-23 00:00:00,5.0,OAS ISS,Russia,Plesetsk Cosmodrome,Rokot,2015-050B,40921,Communications,"['12_15', 'JM']",http://russianforces.org/blog/2015/09/rockot_launches_three_rodnik_c.shtml  http://www.planet4589.org/space/log/satcat.txt
2707,"Rodnik (Cosmos 2509, Strela 3M)",Cosmos 2509,Russia,Russia,Ministry of Defense,Military,Communications,[],LEO,Polar,0.0,1498.0,1508.0,0.0006350819255683,82.49,116.04,280.0,,300.0,2015-09-23 00:00:00,5.0,OAS ISS,Russia,Plesetsk Cosmodrome,Rokot,2015-050C,40922,Communications,"['12_15', 'JM']",http://russianforces.org/blog/2015/09/rockot_launches_three_rodnik_c.shtml  http://www.planet4589.org/space/log/satcat.txt
2708,"Rodnik (Cosmos 2530, Strela 3M)",Cosmos 2530,Russia,Russia,Ministry of Defense,Military,Communications,[],LEO,Polar,0.0,1485.0,1508.0,0.0014618953791393,82.5,116.04,280.0,,300.0,2018-10-30 00:00:00,5.0,OAS ISS,Russia,Plesetsk Cosmodrome,Rokot,2018-097A,43751,Communications,"['11_18', 'JM']",https://spaceflightnow.com/2018/11/30/rockot-launches-russian-military-satellites/
2709,"Rodnik (Cosmos 2531, Strela 3M)",Cosmos 2531,Russia,Russia,Ministry of Defense,Military,Communications,[],LEO,Polar,0.0,1485.0,1508.0,0.0014618953791393,82.5,116.04,280.0,,300.0,2018-10-30 00:00:00,5.0,OAS ISS,Russia,Plesetsk Cosmodrome,Rokot,2018-097B,43752,Communications,"['11_18', 'JM']",https://spaceflightnow.com/2018/11/30/rockot-launches-russian-military-satellites/
2710,"Rodnik (Cosmos 2532, Strela 3M)",Cosmos 2532,Russia,Russia,Ministry of Defense,Military,Communications,[],LEO,Polar,0.0,1485.0,1508.0,0.0014618953791393,82.5,116.04,280.0,,300.0,2018-10-30 00:00:00,5.0,OAS ISS,Russia,Plesetsk Cosmodrome,Rokot,2018-097C,43753,Communications,"['11_18', 'JM']",https://spaceflightnow.com/2018/11/30/rockot-launches-russian-military-satellites/
2714,"Rumba (part of Cluster quartet, Cluster 2 FM5)",Rumba,ESA,ESA,European Space Agency (ESA) (and 250 international scientific investigators),Government,Space Science,[],Elliptical,Deep Highly Eccentric,0.0,17240.0,120715.0,0.6866518464448057,90.8,3431.1,1200.0,478.0,224.0,2000-08-09 00:00:00,4.0,Dornier Systems (Astrium) and 35 subcontractors,International,Baikonur Cosmodrome,Soyuz,2000-045A,26463,"Collection of four spacecraft flying in formation around the earth, relaying detailed information about solar wind's affect on our planet in three dimensions.",JMSatcat304,http://www.lib.cas.cz/www/space.40/2000/045A.HTM  http://nssdc.gsfc.nasa.gov/spacewarn/spx562.html http://www.esa.int/esaSC/SEMYN5T1VED_index_0.html http://perso.wanadoo.fr/eurospace/espdatabase/
2720,"Salsa (part of Cluster quartet, Cluster 2 FM6)",Salsa,ESA,ESA,European Space Agency (ESA) (and 250 international scientific investigators),Government,Space Science,[],Elliptical,Deep Highly Eccentric,0.0,21998.0,110256.0,0.6087010496986082,90.7,3418.2,1200.0,478.0,220.0,2000-07-16 00:00:00,4.0,Dornier Systems (Astrium) and 35 subcontractors,International,Baikonur Cosmodrome,Soyuz,2000-041A,26410,"Collection of four spacecraft flying in formation around the earth, relaying detailed information about solar wind's affect on our planet in three dimensions.",WT,http://www.lib.cas.cz/www/space.40/2000/041B.HTM  http://nssdc.gsfc.nasa.gov/spacewarn/spx561.html http://www.esa.int/esaSC/SEMYN5T1VED_index_0.html http://perso.wanadoo.fr/eurospace/espdatabase/
2722,"Samba (part of Cluster quartet, Cluster 2 FM7)",Samba,ESA,ESA,European Space Agency (ESA) (and 250 international scientific investigators),Government,Space Science,[],Elliptical,Deep Highly Eccentric,0.0,22017.0,110791.0,0.6099293703795311,132.98,3430.28,1200.0,478.0,220.0,2000-07-16 00:00:00,4.0,Dornier Systems (Astrium) and 35 subcontractors,International,Baikonur Cosmodrome,Soyuz,2000-041B,26411,"Collection of four spacecraft flying in formation around the earth, relaying detailed information about solar wind's affect on our planet in three dimensions.",WT,http://www.lib.cas.cz/www/space.40/2000/041B.HTM  http://nssdc.gsfc.nasa.gov/spacewarn/spx561.html http://www.esa.int/esaSC/SEMYN5T1VED_index_0.html http://perso.wanadoo.fr/eurospace/espdatabase/
2734,SARAL (Satellite with ARGOS and ALTIKA),SARAL,NR,"['France', 'India']","[""Centre National d'Etudes Spatiales (CNES)"", 'Indian Space Research Organization (ISRO)']",Government,Earth Observation,Earth Science,LEO,Sun-Synchronous,0.0,782.0,785.0,0.0002096875655273,98.5,100.53,407.0,,906.0,2013-02-25 00:00:00,5.0,Indian Space Research Organization (ISRO),India,Satish Dhawan Space Centre,PSLV,2013-009A,39086,"Joint effort, ISRO and CNES.",SC - ASCR,http://www.isro.org/satellites/saral.aspx  http://space50.kosmo.cz/s40/2013/INDEX1.HTM
2770,SCD-1 (Satélite de Coleta de Dados),SCD-1,Brazil,Brazil,Instituto Nacional de Pesquisas Espaciais (INPE),Government,Earth Observation,"['Earth Science', 'Meteorology']",LEO,Non-Polar Inclined,0.0,716.0,776.0,0.0042158516020236,25.0,99.7,110.0,,70.0,1993-02-09 00:00:00,3.0,Instituto Nacional de Pesquisas Espaciais (INPE),Brazil,Cape Canaveral,Pegasus,1993-009B,22491,Collects meteorological and environmental data on the Amazon region; barely functioning.,"['12', 'www.satellitedebris.net 12']",http://www.lib.cas.cz/space.40/1993/I009B.HTM  http://www.oosa.unvienna.org/oosa/search.do?cur=221&
2771,SCD-2 (Satélite de Coleta de Dados),SCD-2,NR,Brazil,Instituto Nacional de Pesquisas Espaciais (INPE),Government,Earth Observation,"['Earth Science', 'Meteorology']",LEO,Non-Polar Inclined,0.0,735.0,760.0,0.0017562346329469,25.0,99.8,110.0,,70.0,1998-10-23 00:00:00,3.0,Instituto Nacional de Pesquisas Espaciais (INPE),Brazil,Cape Canaveral,Pegasus,1998-060A,25504,Collects meteorological and environmental data on the Amazon region,"['12', 'www.satellitedebris.net 12']",http://perso.wanadoo.fr/eurospace/espdatabase/ http://nssdc.gsfc.nasa.gov/spacewarn/spx540.html
2772,Scisat-1 (Atmospheric Chemistry Experiment),Scisat-1,Canada,Canada,Canadian Space Agency,Government,Space Science,[],LEO,Polar,0.0,638.0,649.0,0.0007842018963427,73.9,97.6,150.0,,80.0,2003-08-12 00:00:00,,Bristol Aerospace Ltd.,Canada,Vandenberg AFB,Pegasus XL,2003-036A,27858,ACE experiments in space.,"['12', 'www.satellitedebris.net 12']",http://www.lib.cas.cz/knav/space.40/2003/036A.HTM  http://nssdc.gsfc.nasa.gov/spacewarn/spx598.html http://www.space.gc.ca/asc/eng/csa_sectors/space_science/atmospheric/scisat/scisat.asp
2774,SDO (Solar Dynamics Observatory),SDO,USA,USA,National Aeronautics and Space Administration (NASA),Government,Space Science,[],GEO,,102.0,35779.0,35791.0,0.0001423318704779,28.0,1436.03,3100.0,1650.0,1500.0,2010-02-11 00:00:00,5.0,Goddard Space Flight Center,USA,Cape Canaveral,Atlas 5,2010-005A,36395,"Carries three instruments to study the Sun at high time and spatial resolution: HMI, AIA, and EVE.","['3_', 'JMSatcat']",http://www.lib.cas.cz/space.40/INDEXA.HTM http://sdo.gsfc.nasa.gov/mission/about.php http://nssdc.gsfc.nasa.gov/spacewarn/spx676.html
2782,SDS-4 (Small Demonstration Satellite-4),SDS-4,Japan,Japan,Japan Aerospace Exploration Agency (JAXA),Government,Technology Development,[],LEO,Sun-Synchronous,0.0,661.0,673.0,0.0008526360665056,98.2,98.1,50.0,48.0,120.0,2012-05-17 00:00:00,2.0,Japan Aerospace Exploration Agency (JAXA),Japan,Tanegashima Space Center,H2A,2012-025C,38339,Several technology demonstration experiments and including an experiment to monitor AIS (Automatic Information System) messages transmitted from ships at sea.,"['12', 'www.satellitedebris.net 12']",https://directory.eoportal.org/web/eoportal/satellite-missions/s/sds-4  http://www.zarya.info/Diaries/Launches/Launches.php?year=2012
2797,SES-12,SES-12,NR,Luxembourg,SES S.A.,Commercial ,Communications,[],GEO,,95.0,35785.0,35785.0,0.0,0.0,1436.0,5300.0,,15000.0,2018-06-04 00:00:00,15.0,Airbus Defense and Space,"['France', 'Germany', 'UK']",Cape Canaveral,Falcon 9,2018-049A,43488,"Carries plasma thrusters mounted to articulating robotic arms for nearly all its in-orbit maneuvers, eliminating the need for large conventional liquid propellant tanks.","['10_18', 'JM']",https://spaceflightnow.com/2018/06/04/multi-mission-telecom-craft-launched-by-spacex-for-ses/
2803,SES-2,SES-2,United Kingdom,Luxembourg,SES S.A.,Commercial,Communications,[],GEO,,87.0,35778.0,35798.0,0.0002372029033635,0.01,1436.19,3200.0,,5000.0,2011-09-21 00:00:00,18.0,Orbital Sciences Corp.,USA,Guiana Space Center,Ariane 5 ECA,2011-049A,37809,24 active C-band and 24 Ku-band transponders;  provides comprehensive coverage of North America and the Caribbean. Also features the Commercially Hosted InfraRed Payload (CHIRP) for U.S. Air Force--wide-field of view sensor to validate space-based infrared technologies from geosynchronous orbit.,"['1_12', 'JM']",http://www.orbital.com/NewsInfo/MissionUpdates/SES-2/  http://www.ses.com/4628194/ses-2  http://www.lib.cas.cz/space.40//2011/049B.HTM
2813,SES-9,SES-9,United Kingdom,Luxembourg,SES S.A.,Commercial,Communications,[],GEO,,108.02,35787.0,35791.0,4.743945539505206,0.05,1436.2,5271.0,2835.0,12700.0,2016-03-04 00:00:00,15.0,Boeing Satellite Systems,USA,Cape Canaveral,Falcon 9,2016-013A,41380,"All Ku-band, 57 transponders.  Asia-Pacific region",Space50,http://spaceflight101.com/falcon-9-ses-9/ses-9-satellite/  http://space50.org/objekt.php?mot=2016-013A http://spaceflightnow.com/2016/03/05/tv-broadcasting-satellite-finally-launched-on-falcon-9/
2868,Sicral 1A ,Sicral 1A,Italy,Italy,Italian Defense Ministry,Military,Communications,[],GEO,,16.25,35769.0,35802.0,0.0003914080013284,1.01,1436.06,2596.0,1263.0,3300.0,2001-02-07 00:00:00,12.0,Alenia Spazio,Italy,Guiana Space Center,Ariane 44L,2001-005A,26694,"Italy's first military satellite; communications to fixed and mobile terminals. Extremely High Frequency (EHF), SHF, UHF broadcast frequencies. On-board failure in 2006, but operations recovered.","['12_08', 'JM']",http://perso.wanadoo.fr/eurospace/espdatabase/  http://www.space-technology.com/projects/skynet/ http://www.space.com/businesstechnology/ariane_sicral_010207.html http://www.lib.cas.cz/www/space.40/2001/005A.HTM
2870,"['Sicral 2', 'Syracuse 3C']","['Sicral 2', 'Syracuse 3C']",Italy,"['France', 'Italy']","['French Defense Ministry', 'Italian Defense Ministry']",Military,Communications,[],GEO,,37.0,35770.0,35800.0,0.0003558296761949,0.0,1436.0,4400.0,,7700.0,2015-04-26 00:00:00,15.0,Thales Alenia Space,"['France', 'Italy']",Guiana Space Center,Ariane 5,2015-022B,40614,"Military communications payloads from both Italy and France, shared satellite bus.","['8_15', 'JM']",http://spacenews.com/ariane-5-launches-sicral-2-and-thor-7-telecommunications-satellites/
2879,Sirius FM-5,Sirius FM-5,USA,USA,Sirius XM Holdings,Commercial,Communications,[],GEO,,96.0,35774.0,35798.0,0.000284656988329,0.0,1436.0,5800.0,,20000.0,2009-06-30 00:00:00,15.0,"['Loral', 'Space Systems']",USA,Baikonur Cosmodrome,Proton M,2009-034A,35493,First in geostationary orbit.,SC - ASCR,http://spaceflightnow.com/proton/siriusfm5/  http://www.lib.cas.cz/space.40/2009/034A.HTM
2880,Sirius FM-6,Sirius FM-6,USA,USA,Sirius XM Holdings,Commercial,Communications,[],GEO,,115.2,35785.0,35791.0,7.116087100906116,0.08,1436.16,6020.0,2975.0,20000.0,2013-10-25 00:00:00,15.0,"['Loral', 'Space Systems']",USA,Baikonur Cosmodrome,Proton M,2013-058A,39360,"Provide service the continental  including digital audio radio broadcast directly to cars, homes and portable radios.",SC - ASCR,http://www.nasaspaceflight.com/2013/10/proton-m-launches-sirius-fm-6-satellite/  http://space50.kosmo.cz/s40/2013/I058A.HTM http://www.zarya.info/Diaries/Launches/Launches.php?year=2013
2881,Sirius XM-3 (Rhythm),Sirius XM-3,USA,USA,XM Satellite Radio ,Commercial,Communications,[],GEO,,85.04,35782.0,35790.0,9.48856627763545,0.01,1436.1,4703.0,,18000.0,2005-03-01 00:00:00,15.0,Boeing Satellite Systems,USA,Sea Launch Odyssey,Zenit 3SL,2005-008A,28626,130 channels of digital music uplinked in the X-band from one or more ground stations.,"['12_08', 'JM']",http://www.boeing.com/news/releases/2005/q1/nr_050228s.html  https://spaceflightnow.com/2019/08/17/chinas-jielong-1-smallsat-launcher-successful-on-first-flight/ http://www.lib.cas.cz/www/space.40/2005/008A.HTM http://nssdc.gsfc.nasa.gov/spacewarn/spx617.html
2882,Sirius XM-4 (Blues),Sirius XM-4,USA,USA,XM Satellite Radio ,Commercial,Communications,[],GEO,,114.96,35784.0,35787.0,3.558254557531046,0.01,1436.09,5193.0,,18000.0,2006-10-30 00:00:00,15.0,Boeing Satellite Systems,USA,Sea Launch Odyssey,Zenit 3SL,2006-049A,29520,S-band Digital Audio Radio Service (DARS) to homes and automobiles in Noth America.,"['12_08', 'JM']",http://nssdc.gsfc.nasa.gov/spaceewarn/spx636.html  http://www.zarya.info/Diaries/Launches/Launches.php?year=2012
2883,Sirius XM-5,Sirius XM-5,USA,USA,Sirius XM Holdings,Commercial,Communications,[],GEO,,85.2,35779.0,35795.0,0.0001897668240149,0.03,1436.12,5983.0,,18000.0,2010-10-14 00:00:00,15.0,"['Loral', 'Space Systems']",USA,Baikonur Cosmodrome,Proton M,2010-053A,37185,Direct radio broadcasting.,SC - ASCR ,http://www.ilslaunch.com/sirius-xm-5-mission-control  http://www.lib.cas.cz/space.40/2010/053A.HTM
2884,Sirius XM-8,Sirius XM-8,"['21)', 'NR (9']",USA,Sirius XM Holdings,Commercial,Communications,[],GEO,,120.5,35779.0,35794.0,0.0001779085075848,0.01,1436.1,7000.0,,18000.0,2021-06-06 00:00:00,15.0,Maxar ,USA,Cape Canaveral,Falcon 9,2021-049A,48838,New generation; same as Sirius XM7 that failed in January of 2021.,"['9_21', 'JMSatcat']",https://spaceflightnow.com/2021/06/06/spacex-delivers-for-siriusxm-with-successful-midnight-hour-launch/
2890,Sky Muster 1 (NBN-1A),Sky Muster 1,Australia,Australia,NBN Co (operated by Optus),Commercial,Communications,[],GEO,,150.0,35744.0,35777.0,0.0003916402606187,0.07,1434.76,6440.0,,16400.0,2015-09-30 00:00:00,15.0,"['Loral', 'Space Systems']",USA,Guiana Space Center,Ariane 5 ECA,2015-054A,40940,NBN is a government-owned corporation created to provide broadband to remote areas of Australia.,"['12_15', 'JM']",http://www.planet4589.org/space/log/satcat.txt  http://www.orbiter-forum.com/showthread.php?t=36156 http://www.zdnet.com/article/optus-to-operate-nbn-co-satellites/#!
